idGenerazione,id_immagine_baseline,prompt_text_to_image,data_ora,path_immagine_generata
106,2,"A full-body portrait of a male model standing in a dimly lit, industrial-chic setting, wearing a deconstructed, oversized brown linen overshirt with a raw, textured finish, paired with a semi-transparent, dark olive green button-down shirt featuring subtle tribal-inspired patterns, and matching wide-leg trousers. The model has a blue knitted scarf loosely draped around his neck. The lighting is soft and diffused, emphasizing the garment's texture and creating a mysterious, edgy atmosphere. The background is a weathered concrete wall with subtle, abstract patterns, enhancing the overall tribal and modern aesthetic. The image is styled as a high-fashion editorial, capturing a sense of originality and understated rebellion. ",2025-04-05 19:01:11,Immagini Generate\immagine_adv_106.jpg
107,3,"Full-body portrait of a male model, 26, with dark hair, wearing a dark forest green, oversized bomber jacket with a high collar, zipped halfway, over a matching dark green shirt and wide-leg trousers, cinched with a dark green woven belt, and dark green shoes. The model is standing on a stark white runway, with a crowd of blurred spectators in the background. The lighting is bright and diffused, creating a clean, modern aesthetic. The image is styled as a high-fashion editorial, with a focus on the garment's unique silhouette and color palette. The overall mood is mysterious and original, reflecting a blend of tribal and avant-garde influences. ",2025-04-05 19:01:39,Immagini Generate\immagine_adv_107.jpg
108,4,"Full-body portrait of a young Italian man, 26 years old, with short dark hair, wearing a dark brown military-style jacket with fur collar, silver buttons, and flap pockets, paired with dark brown tailored trousers and black leather riding boots. He is holding a large black leather duffel bag. Standing pose against a neutral grey background. Studio lighting, high contrast, desaturated colors, fashion editorial style. ",2025-04-05 19:02:07,Immagini Generate\immagine_adv_108.jpg
109,5,"A full-body portrait of a woman in a striking, avant-garde black leather gown, reminiscent of neo-classical sculpture, standing confidently in a sunlit courtyard. The strapless dress features a daring cut-out at the midriff and is paired with dramatic, elbow-length leather gloves. The gown's sleek, form-fitting silhouette flows into a subtly draped skirt, complemented by platform sandals. The lighting is soft and diffused, highlighting the texture of the leather and the architectural details of the stone courtyard. The background features a grand, classical building with intricate carvings, creating a timeless and elegant atmosphere. The image is styled as a high-fashion editorial, emphasizing originality and seductive elegance. ",2025-04-05 19:05:50,Immagini Generate\immagine_adv_109.jpg
110,6,"Full-body portrait of a woman with an elegant and severe look, wearing an oversized pinstripe gray suit with a matching knee-length skirt, paired with black tights and pointed-toe heels. Underneath the jacket, a draped dark brown top adds a touch of seductivity. The model is standing on a minimalist white runway with soft, diffused lighting, reminiscent of a neoclassical painting, fashion editorial style. ",2025-04-05 19:06:15,Immagini Generate\immagine_adv_110.jpg
111,7,"Full-body portrait of a woman in her early thirties, with an elegant and seductive black slip dress, featuring delicate spaghetti straps and a V-neckline, the dress has a subtle lace panel at the mid-thigh, adding a touch of originality, paired with a faux fur stole draped over her arms, black high heels, standing in a neoclassical-inspired setting, soft, diffused lighting, muted pink and black color palette, the background features a grand, minimalist hall with marble columns and a subtle, artistic backdrop, fashion editorial style. ",2025-04-05 19:07:04,Immagini Generate\immagine_adv_111.jpg
112,8,"A full-body portrait of a woman standing confidently on a runway, showcasing a high-fashion editorial style. She is wearing a striking, high-necked, burgundy patent leather jacket cinched at the waist with a matching belt, paired with sleek black flared trousers. The jacket features a structured silhouette with pronounced shoulders and a glossy finish. She carries a structured black leather handbag. The lighting is dramatic, with a spotlight emphasizing the texture and color of the jacket. The background is a gradient of deep burgundy and dark blue, creating a sophisticated and modern atmosphere. The overall aesthetic is elegant, bold, and subtly seductive, reminiscent of Yves Saint Laurent's iconic designs.",2025-04-05 19:07:27,Immagini Generate\immagine_adv_112.jpg
113,5,"A full-body portrait of a woman in a dramatic, avant-garde black leather gown with a strapless, cutout bodice and long, fitted gloves, standing confidently against a backdrop of ancient Roman architecture, bathed in soft, golden hour light, creating a high-fashion editorial style image with a touch of romanticism, the color palette is dominated by deep blacks with subtle hints of magenta and orange in the background, the composition emphasizes the gown's unique silhouette and the model's strong presence. ",2025-04-05 19:11:20,Immagini Generate\immagine_adv_113.jpg
114,6,"Full-body portrait of a sophisticated Italian woman in her mid-30s, standing confidently in a modern, minimalist gallery. She wears an oversized, pinstriped grey suit with sharp, structured shoulders, paired with a draped, deep magenta silk top that reveals a hint of décolletage. Black sheer stockings and pointed-toe heels complete the look. Soft, diffused lighting enhances the romantic mood, casting subtle shadows that highlight the luxurious fabrics. The background is a clean, white space with a hint of ambient light, emphasizing the bold silhouette and color contrast of the outfit. Fashion editorial style, reminiscent of Yves Saint Laurent. ",2025-04-05 19:11:54,Immagini Generate\immagine_adv_114.jpg
115,7,"Full-body portrait of a woman with an elegant and slightly disheveled hairstyle, wearing a long, figure-hugging black slip dress with delicate spaghetti straps and a V-neckline, the dress featuring a subtle lace panel at the mid-thigh level, paired with a dramatic, oversized faux fur stole in deep black, draped loosely over her shoulders, adding a touch of old Hollywood glamour, she is wearing black pointed-toe heels with delicate straps, and dark, oversized sunglasses, standing confidently on a dark blue runway, the background is a gradient of deep magenta and burgundy, creating a romantic and mysterious atmosphere, soft, diffused lighting enhances the textures of the fur and lace, fashion editorial style. ",2025-04-05 19:12:25,Immagini Generate\immagine_adv_115.jpg
116,8,"A full-body portrait of a woman standing confidently on a runway, showcasing a high-fashion, magenta-colored patent leather jacket with a dramatic, oversized collar and a cinched waist tied with a matching belt. The jacket is paired with sleek, black flared trousers and a structured black leather handbag. The lighting is dramatic, with a spotlight emphasizing the jacket's glossy texture and rich color. The background is a deep, gradient magenta, reminiscent of a romantic painting, creating a luxurious and seductive atmosphere. The style is reminiscent of Yves Saint Laurent, blending comfort and seductivity. ",2025-04-05 19:13:06,Immagini Generate\immagine_adv_116.jpg
117,5,"A full-body portrait of a woman in a dramatic, avant-garde black leather gown with a strapless, cutout bodice and long, fitted gloves, standing confidently against a backdrop of ancient Roman architecture, the scene bathed in soft, golden hour light, creating a romantic and timeless atmosphere, reminiscent of a high-fashion editorial. ",2025-04-05 19:18:15,Immagini Generate\immagine_adv_117.jpg
118,6,"A full-body portrait of a confident woman in a pinstripe grey skirt suit, the oversized blazer draped elegantly over a draped brown top, creating a sophisticated yet modern silhouette. She wears sheer black stockings and pointed black heels. The lighting is soft and diffused, highlighting the texture of the fabrics. The background is a minimalist white studio, ensuring the focus remains on the outfit. The style is high-fashion editorial, reminiscent of Yves Saint Laurent, with a touch of romanticism in the soft draping and muted color palette. ",2025-04-05 19:21:05,Immagini Generate\immagine_adv_118.jpg
119,7,"Full-body portrait of a woman in a sophisticated black silk slip dress with delicate spaghetti straps and a subtle V-neckline, the dress featuring a sheer lace panel that extends from mid-thigh to the floor, adding a touch of allure, complemented by a luxurious black faux fur stole draped casually over her arms, enhancing the dress's elegance, she wears sleek black heels, her hair is styled in a soft updo, accessorized with vintage-inspired sunglasses, standing confidently on a runway with a deep burgundy backdrop that fades into a soft blue floor, dramatic lighting highlighting the textures of the fabric and fur, fashion editorial style. ",2025-04-05 19:21:26,Immagini Generate\immagine_adv_119.jpg
120,8,"A full-body portrait of a woman standing confidently on a runway, showcasing a sophisticated, high-fashion ensemble. She wears a glossy, deep burgundy leather jacket with a high, structured collar and a cinched waist tied with a matching belt, creating an hourglass silhouette. The jacket is paired with sleek, black, slightly flared trousers that elongate her legs. She carries a structured black leather handbag with architectural lines. The lighting is dramatic, with a spotlight emphasizing the rich textures and colors of the outfit. The background is a gradient of deep greens and yellows, reminiscent of a romantic painting, providing a luxurious and elegant backdrop. The overall style is reminiscent of Yves Saint Laurent and Giorgio Armani, capturing a sense of security and timeless elegance. ",2025-04-05 19:22:02,Immagini Generate\immagine_adv_120.jpg
